Nacelle Position,Wind direction,Ambient Air temp,Bearing Temp,BladePitchAngle,GearBoxSumpTemp,Generator Speed,Hub Speed,Power,Wind Speed,GearTemp,GeneratorTemp,TurbineName,TimeStamp,FaultCode1,FaultCode2,FaultCode3,FaultCode4,FaultCode5,Failure
146.052429382344,15.9705200952327,-7.15841094940929,24.404915895923,117.561022952622,188.665692094127,52.8687503906324,1,468.466887444359,11.6392598505593,3.85649157312184,135.456711139579,Turbine_4,2016-02-11 10:00:00,1,3,4,4,1,0
118.14184048389,3.11482627424899,-33.0363350257436,1.07532587500526,333.627404432218,50.7162019776157,48.4057565563799,3,744.796966363671,20.9525656800638,335.471120482055,70.1255591257763,Turbine_4,2016-02-11 11:00:00,2,0,0,2,1,0
35.4274234506026,358.556463988645,-12.822800375764,6.77203769854242,270.196365944697,29.3170290726982,41.9597391915612,1,1336.51668852549,13.5288877095739,347.402344120457,56.5307455684294,Turbine_4,2016-02-11 12:00:00,1,4,2,2,0,0
278.908152622995,168.239164350313,-38.4845102345847,15.8799266131111,253.783049063832,191.317235091408,54.7660012947096,2,1051.36732695547,4.71655510106638,87.4500445187293,42.3204612032608,Turbine_4,2016-02-11 13:00:00,2,2,3,3,0,0
334.841735104646,220.15322702746,-31.5654921140913,9.60913840069537,32.5618867985908,53.3804083476331,64.4866198600568,4,1074.59589871817,9.94475784117725,157.444175136968,90.0035922774734,Turbine_4,2016-02-11 14:00:00,3,3,0,1,2,0
107.892284812516,28.6122938781658,1.5452692062631,-8.64923862416721,54.8857334629034,23.5314671866026,62.8598256993527,1,603.123251454015,13.2306315453953,227.267060658819,55.6302783081439,Turbine_4,2016-02-11 15:00:00,0,0,0,1,2,0
216.899726159996,142.815301756605,34.4576638807613,37.8633204040567,157.550022256235,52.4868277102677,57.0015191670308,1,237.40689277123,19.6097115728774,355.15558595247,25.0570706412227,Turbine_4,2016-02-11 16:00:00,0,3,2,3,0,0
266.56938681393,108.188662015772,46.7408524905347,11.5139955570059,247.992873718221,192.982797823846,42.0216659274342,3,668.600647068284,1.36328084920172,106.744025223417,108.554655195666,Turbine_4,2016-02-11 17:00:00,3,0,3,0,4,0
104.331788759986,149.084388557601,9.80076891307209,13.8287833057009,98.4640490115343,32.2675888037926,55.8971283511127,1,1280.23459311641,12.5922694201062,322.68559370698,105.145488739544,Turbine_4,2016-02-11 18:00:00,2,3,1,0,0,0
8.84871766653864,176.233230729754,29.6102873904919,-6.1573716705064,68.3289027672066,75.9043984463668,45.7822446793342,1,953.002940320068,10.1826972025437,73.9098781692961,110.361421544036,Turbine_4,2016-02-11 19:00:00,3,3,3,1,0,0
56.0708285407398,223.956241748876,34.5920874494918,-1.15591882997645,284.544683877119,105.928094745945,52.7221332057411,3,82.4769946249637,6.12423520031468,12.0752989543718,85.9435280162972,Turbine_4,2016-02-11 20:00:00,3,2,1,3,0,0
95.6677898514502,140.655677192715,-25.3225700802881,32.5335078602262,209.148034519497,153.189626397912,62.0150604289281,3,1354.6204784635,3.65515978990144,215.08586425835,116.84878119233,Turbine_4,2016-02-11 21:00:00,4,2,4,4,1,0
89.7245898096397,9.04424840809822,-17.723916268456,-6.80066777392855,36.8496232675066,104.631090128395,67.1815502859366,3,1210.7789281849,13.5969740946406,85.9331350766889,122.390928447773,Turbine_4,2016-02-11 22:00:00,1,0,4,2,3,0
201.02495292494,195.92510364534,15.2976146035991,6.28316696434479,344.519271295483,148.273751586358,70.5861146004442,4,523.236266967317,9.08104982883272,119.883468891866,109.364500077909,Turbine_4,2016-02-11 23:00:00,4,1,1,3,4,0
228.447826256123,244.852634910748,16.811035859949,16.862653679771,151.747856809112,65.45790124145,65.7517695758972,2,6.59962016158421,19.4713392808988,215.909233803285,32.8885013695582,Turbine_4,2016-02-12 00:00:00,1,1,1,4,0,0
253.822838950159,342.153242421189,-13.2512521223429,-7.23843291254173,95.421993934412,134.731295987299,45.1682999970789,3,1005.88961172478,6.9584877070574,190.759019183418,87.9883362546287,Turbine_4,2016-02-12 01:00:00,3,1,4,3,1,0
59.6523322490578,324.327172843075,22.8557184474562,10.5970470546571,353.837532348052,40.0220159099822,51.9178647795801,2,182.202764930373,11.836931417208,63.901187583077,34.8299574827909,Turbine_4,2016-02-12 02:00:00,2,0,4,3,3,0
140.840533240594,182.967288444306,-6.48535424218528,11.1134469200717,251.663268908441,44.8060368164773,43.8082420864286,4,38.8114852978741,12.7768944707092,389.713696707787,128.849166171447,Turbine_4,2016-02-12 03:00:00,2,4,2,0,0,0
298.959017301183,160.78623208316,-27.410791756543,40.1470527187839,293.224273567752,80.0406735633089,55.1827447610931,4,95.2427511600079,7.02121973098212,116.73040230522,115.277548911884,Turbine_4,2016-02-12 04:00:00,3,0,3,1,1,0
168.419690783398,337.919805049985,-36.8304441361542,-5.83657046499775,25.1949618599182,162.781597011321,58.3084442374439,2,1095.68605487867,4.40585376274422,124.242580232255,38.8679107640038,Turbine_4,2016-02-12 05:00:00,4,2,4,4,1,0
35.6183124642464,214.431547323042,-15.7307329754438,17.4636271132921,107.035089477055,175.112496943124,51.0958503857378,4,963.795513873344,24.6273967283429,91.4693792373339,89.2797675221086,Turbine_4,2016-02-12 06:00:00,1,4,0,2,1,0
221.527724993021,163.362307210758,49.667302724045,39.3603165151045,337.939513451812,69.3927890462206,63.4814134668381,1,1056.64019161941,18.1151192067779,130.709555546817,45.971790635665,Turbine_4,2016-02-12 07:00:00,4,2,1,0,3,0
259.4886214297,195.453369883226,-1.69573599494214,14.8499751445493,169.809670350185,161.052429192139,50.0627916949508,1,208.840281586963,3.65785713700564,372.190600559636,105.426360056648,Turbine_4,2016-02-12 08:00:00,3,4,4,2,1,0
83.3202966856833,280.000766178955,13.946101940592,31.3791742214218,156.658014450038,62.8761605773341,66.37862003172,2,206.094146302291,11.2510705726911,20.1616532097889,56.3301765217662,Turbine_4,2016-02-12 09:00:00,1,2,4,4,1,0
174.795510138482,291.918772409125,-15.7469145864356,35.9715777476634,191.25941615527,77.403034818893,62.4371418225003,1,568.208692473043,23.0643458357791,259.641715305413,38.559911679144,Turbine_4,2016-02-12 10:00:00,1,4,3,3,0,0
115.694013546697,26.4567215947719,22.3309714178229,17.3169232182505,29.265930733818,36.4679336610984,66.6637101993316,4,281.399015326276,19.5907607333161,250.617427183271,131.921005846474,Turbine_4,2016-02-12 11:00:00,4,1,2,2,0,0
212.551981232631,216.52628831602,9.27160337760403,1.88175094329007,356.674769732047,54.8724580051937,46.1610276351015,4,903.238543434705,13.5139297910846,327.227540181856,138.427685260523,Turbine_4,2016-02-12 12:00:00,1,4,0,1,4,0
351.750544917315,160.344105927525,0.051404581471786,40.1714806308649,280.871030987076,59.4412068566189,41.1918237351982,3,1424.95380190863,7.86278965723318,26.202469189888,118.01104422143,Turbine_4,2016-02-12 13:00:00,3,4,3,1,3,0
329.614014894139,131.959511020316,-23.4542119706403,-5.19908335882879,256.566959105833,111.256749218596,43.333540155211,3,1096.21647444247,9.31929894070275,309.585570687509,32.327146269829,Turbine_4,2016-02-12 14:00:00,1,0,0,0,2,0
61.5097623731691,81.8082015400895,-31.7521336820929,11.7437701428457,166.123616518865,188.037603048252,70.3886450299156,3,960.929996528591,6.38017905637499,259.522238391162,132.861623505743,Turbine_4,2016-02-12 15:00:00,4,0,2,0,3,0
271.041940120263,65.7856158245943,-15.3228398933522,2.75749745063056,61.048512738094,173.219704096053,70.0152948347386,4,570.241418469046,9.62095490126218,57.2778991772342,30.8112753347806,Turbine_4,2016-02-12 16:00:00,0,0,1,1,2,0
23.5723047865346,329.79076791942,-5.79219105747478,10.9103694923667,334.025755760729,70.8308705744156,48.481656300727,4,755.725004913283,19.4775538851824,218.2419591541,74.824535480622,Turbine_4,2016-02-12 17:00:00,0,3,4,0,0,0
57.0520087097124,289.90738307297,44.266075033119,32.7454581762005,200.948093419002,109.825196284041,52.2488315250419,2,1121.44074165233,6.32581779586912,117.429528980205,95.9245000095214,Turbine_4,2016-02-12 18:00:00,2,4,2,0,1,0
163.272754391858,301.291445501086,14.4707156413568,21.1803721605848,117.584705827261,115.484733282649,64.2886240997922,2,532.992639820812,14.138020898062,95.5715323886229,87.9509762684777,Turbine_4,2016-02-12 19:00:00,3,0,2,2,4,0
227.819609641194,139.365516726721,-28.1411196921571,10.8212623048166,335.871308153568,95.5194062521941,64.0327796687733,1,1269.16279956867,22.4662023383384,42.7667193756946,102.17043009795,Turbine_4,2016-02-12 20:00:00,3,3,0,3,2,0
98.0707050873732,354.82975379568,30.7405285395553,37.0091787378393,288.769840170537,80.0273127031933,68.9845736221854,2,1079.84197673789,11.9379156913593,250.442816170602,88.9781424995697,Turbine_4,2016-02-12 21:00:00,0,2,1,0,0,0
262.236451734315,156.172638181633,-26.2382229467929,3.85968911730654,286.832385228507,71.5053347456981,53.2141411297347,4,437.217111866496,2.44608251787405,171.429736156606,68.2787527917075,Turbine_4,2016-02-12 22:00:00,1,3,1,1,2,0
111.118666495817,273.165885447623,-17.609117053974,27.6929878600133,331.18450270798,128.466901127354,48.8612016812881,1,842.155086593577,14.7421584796264,9.71061443898495,97.7994201982134,Turbine_4,2016-02-12 23:00:00,2,2,0,2,4,0
278.651694935809,137.420210682373,36.5715165595319,23.2078079678303,82.9052145004176,155.477817219281,55.5069646649171,2,362.03192821589,9.33486128410242,276.451113931956,45.3712586288149,Turbine_4,2016-02-13 00:00:00,3,1,0,2,4,0
315.633985458374,341.1598883245,34.9753019781058,38.7268891621516,90.8974668529386,34.5408875178209,53.8612709169629,1,1239.95644985236,19.3916677821246,238.747846028209,105.96635862284,Turbine_4,2016-02-13 01:00:00,4,2,2,1,4,0
120.005229823536,107.898701233346,-7.61101597763898,37.9754024850111,329.842690870062,78.7380414561635,58.2859008789448,4,179.939944975153,5.5805639656938,27.9413531271952,83.0720197388264,Turbine_4,2016-02-13 02:00:00,2,2,1,2,2,0
166.904717368061,191.991733121058,34.8950553712455,37.7384338794641,16.0452071103206,27.9316859987167,52.9651589661249,2,1451.2007984928,19.0206261528286,242.480833055667,37.8234606259283,Turbine_4,2016-02-13 03:00:00,3,1,3,2,1,0
139.843148822719,332.972908502756,10.8658637537307,-1.13770427697567,54.4074310212828,92.8963959191621,41.4640421884664,4,991.097559276689,16.2808150758298,359.755411476716,131.227230217733,Turbine_4,2016-02-13 04:00:00,4,4,0,0,1,0
342.907984570939,178.566830973955,14.6929228183982,6.40935001385366,96.6056773638437,164.752578213868,70.0895562987845,2,624.047538730763,5.47983805007078,207.463962306077,40.3338289380109,Turbine_4,2016-02-13 05:00:00,1,2,4,4,0,0
102.881633984492,100.915388452556,-7.25140915340494,33.815127525779,169.644511208829,27.0487171894764,62.9543717676088,3,1328.67136681614,2.1976641868251,261.301566993831,35.5317457080444,Turbine_4,2016-02-13 06:00:00,2,2,4,2,2,0
22.9264099875021,153.500411007423,38.8082253104183,9.64746884795246,72.1586417636261,196.922462536095,50.7267268247273,1,72.2202428838392,13.8315020528345,161.93181456193,57.6839948231118,Turbine_4,2016-02-13 07:00:00,0,2,0,2,3,0
31.0710583662032,330.449585711756,49.7906047377886,-9.43146967265321,205.63404536153,35.1808071967627,41.8475703802025,2,387.377447891375,15.5051845857472,96.0230907986029,141.934213872332,Turbine_4,2016-02-13 08:00:00,2,1,3,0,4,0
61.5192136679666,351.823319996602,-24.265211190938,34.8727474784953,43.7969021421517,70.2478094025718,62.6957355735803,1,554.249939590201,9.76666737513678,249.130632225172,89.0302348280092,Turbine_4,2016-02-13 09:00:00,3,2,0,3,2,0
356.450218921711,7.44704233122347,9.75462437573515,14.8890474983273,171.929935687324,29.4046959219419,51.1572871809591,2,150.017678686831,2.59827789694147,378.536788700019,101.571663094088,Turbine_4,2016-02-13 10:00:00,4,1,1,3,3,0
342.663096399643,92.3959169964019,33.4332403385158,22.3451015256392,1.73422293550022,31.5674010905541,50.8215848078595,3,1147.91915989229,22.1899560691994,201.79960936769,93.88494690561,Turbine_4,2016-02-13 11:00:00,3,0,1,3,4,0
161.213568596992,75.3579161980993,38.1737824880608,4.89457943710877,56.7878672738494,179.653408580022,71.012614461465,2,969.583651958818,10.7557296033604,278.786785385473,33.4622554657988,Turbine_4,2016-02-13 12:00:00,3,0,4,3,3,0
241.39639727254,89.5350576417677,-11.2705785899113,39.7812887210718,347.153850710154,52.6303734231631,53.3028652156539,4,351.953025458532,21.7135213174737,296.520060895212,52.9673699558916,Turbine_4,2016-02-13 13:00:00,0,0,0,0,0,0
343.984153004348,126.493863695835,-29.9814574033299,41.1717661520462,88.2650530234708,183.200340388792,56.3936009793392,4,744.626468647459,20.4800778184765,231.058905167758,127.730351558228,Turbine_4,2016-02-13 14:00:00,3,2,1,4,0,0
209.186666562356,162.269457981115,-19.3210678441473,5.58445174518411,76.7247925606195,92.263234166024,53.4358891880474,3,844.709250052733,6.68932673729557,271.519286729213,71.8245858689669,Turbine_4,2016-02-13 15:00:00,1,2,1,3,3,0
200.250743097106,50.3723005573543,21.2164753486139,24.0385736945679,249.371687672344,66.3970249659475,53.2448676838106,1,351.522425750868,15.419628731507,12.6813910836242,110.886975777756,Turbine_4,2016-02-13 16:00:00,3,2,0,4,2,0
205.249665429565,181.560564042893,7.49986002355383,39.0249695430685,39.4943318451467,100.678619852019,67.1638424786458,2,607.608236897303,1.41640800094718,152.475434304978,149.255327375931,Turbine_4,2016-02-13 17:00:00,2,2,2,3,4,0
202.598687144206,293.83167698559,20.7618516413787,29.843597975714,294.689957589625,192.828550802854,66.1186937654197,1,592.666126931262,9.57991465933733,339.227251696114,95.5064185223887,Turbine_4,2016-02-13 18:00:00,1,4,4,2,2,0
103.399360904586,193.762997839733,19.2495545082267,22.6927444976048,28.9914002138791,21.324312906763,71.1840635340233,1,986.416074079357,19.9657935646795,256.319190093724,121.165163687057,Turbine_4,2016-02-13 19:00:00,1,0,1,3,4,0
217.254468468937,23.805261862991,-15.4177024655309,18.4344928146681,159.937622832205,87.544407370636,54.7123651345258,3,399.382298564088,12.1279417218547,387.114507335188,119.99771283693,Turbine_4,2016-02-13 20:00:00,4,0,0,2,3,0
67.0696314230116,257.908089572746,40.0275374160049,-9.21521870893473,61.1251949247147,119.144706409681,71.5925305657823,3,230.584662452175,5.3542363108574,7.72153724850221,69.6112464088287,Turbine_4,2016-02-13 21:00:00,2,1,0,3,2,0
130.645284126475,183.829464972843,12.09002141494,2.19195686269458,311.43562102636,103.185377962731,61.4485153531425,3,129.902002955935,22.6621389750453,284.636856084185,110.237187904197,Turbine_4,2016-02-13 22:00:00,0,1,2,3,0,0
204.865444403046,28.5542220477531,-38.7654337645852,28.7291966146407,105.374671774961,61.8407872134251,45.3889777365447,2,791.398069199284,18.2716735641348,325.606995148203,104.889552288242,Turbine_4,2016-02-13 23:00:00,3,2,0,0,1,0
98.5369458802329,276.082026341557,48.5854562917141,27.9187428530318,193.463740035789,62.9652074764004,64.0383185527658,2,874.624420187793,4.04857031378239,301.524903906649,68.1044140416844,Turbine_4,2016-02-14 00:00:00,1,1,0,4,0,0
200.875263286222,195.800671913186,-10.9662069459446,32.4395968844402,128.957183571097,171.40950694052,48.9531687100021,4,1478.33225555716,11.7892068272815,66.2510604087204,139.898355509743,Turbine_4,2016-02-14 01:00:00,0,3,3,4,0,0
115.392801618048,83.059209693188,46.9074522961708,23.1428358707771,183.541917787115,27.3224180090337,61.2805219133376,3,300.054909051826,1.95235899777387,387.909394031685,146.578077925113,Turbine_4,2016-02-14 02:00:00,0,3,1,2,0,0
12.0269275836174,256.357597539293,31.1903311948529,13.3502415409479,78.5694763877477,100.477099099235,66.4021026275107,4,1194.07713932115,19.4589406881854,206.337452316743,50.43120151079,Turbine_4,2016-02-14 03:00:00,0,4,4,4,1,0
101.789796200148,244.182465827812,19.0456112897769,4.37286101986005,243.838539895517,111.49770188395,60.9672846023808,2,301.222133578643,6.5875513436065,213.960359205742,115.933816497771,Turbine_4,2016-02-14 04:00:00,4,0,4,3,2,0
33.4133880369919,113.554980028404,46.1923592799268,14.112882648372,233.741618160309,132.707020969552,52.1140501049301,2,30.3623683752256,18.9064610021614,213.289095289343,124.767382010855,Turbine_4,2016-02-14 05:00:00,1,3,1,3,0,0
272.577478279392,278.412509512787,-4.82833747265688,25.3394321198261,171.256414942546,32.2838553524504,66.8446921010613,4,1442.53946057817,4.40754733042134,355.132332970124,132.786457090652,Turbine_4,2016-02-14 06:00:00,4,1,2,1,3,0
356.209047754874,45.8728800394808,-26.812409088334,26.4011974733665,49.7441764805259,168.103347004161,40.5941693314621,1,210.263307283986,20.2417900003003,313.904968234578,145.563165420977,Turbine_4,2016-02-14 07:00:00,3,3,3,4,1,0
16.1986488514203,155.651997347926,-26.9690955838838,37.4897618436187,256.551328593733,116.44641960202,54.6080340860538,1,1052.17002453409,4.08175643315588,206.036575783794,64.8613217039869,Turbine_4,2016-02-14 08:00:00,0,3,0,0,2,0
300.171232712267,149.492660373922,23.7944219993519,32.6293687395572,36.6822952110348,150.358981097743,54.3190951088233,3,89.2404050659955,23.0159880661888,195.697644670705,59.0858582207985,Turbine_4,2016-02-14 09:00:00,4,4,3,4,4,0
337.768467664306,166.646046313658,-4.92257831097136,34.637052666164,338.901353466832,31.7393188604672,55.7029168472742,4,976.62497269983,5.91576359890911,358.729473400019,100.772588782078,Turbine_4,2016-02-14 10:00:00,2,3,2,4,2,0
42.8301615394995,153.945732987783,44.4435528711408,24.5336819891178,221.040377160697,96.1586564766801,63.4777613361714,4,246.923606997298,2.47355925134001,189.181588472132,27.8726655831197,Turbine_4,2016-02-14 11:00:00,0,3,3,4,4,0
14.0718722237148,325.112346317391,-5.09194707823245,26.673403235046,13.5140061727754,168.603137461748,54.8327872894944,4,1036.49665782863,7.77841274053437,67.253528397422,81.8081899658691,Turbine_4,2016-02-14 12:00:00,0,3,2,2,3,0
56.0127443301835,54.1568266369924,45.7067572097543,24.4168769013565,208.331874632134,177.194394231757,62.4985389280736,3,1176.54234008676,16.7405218387387,251.478245586263,136.315156839532,Turbine_4,2016-02-14 13:00:00,3,4,2,2,0,0
272.731250288594,166.17143264622,-2.6427466800284,2.75227912143075,31.4041587768746,114.902324669652,59.4068431885611,1,389.532071941951,3.90546265676816,399.73883473807,89.5717497089208,Turbine_4,2016-02-14 14:00:00,0,3,2,4,4,0
242.096100844754,46.0156515942351,-2.02883617975189,44.8897569749715,159.719727296211,21.8229806621544,61.7486627032605,3,1298.66784251413,24.8689389108404,324.608796427402,81.9627488361422,Turbine_4,2016-02-14 15:00:00,2,0,2,1,2,0
139.964781079492,104.78231944683,-2.75428510653119,44.9499215082931,323.503220650639,84.7855601783598,55.4929019849354,4,281.223848839816,16.9022845161692,161.716173132635,141.241504647242,Turbine_4,2016-02-14 16:00:00,2,0,4,0,1,0
191.358035251755,41.3685471885545,20.4660689971698,27.3304287684961,359.427000227845,116.329944350023,48.4892775277828,1,1412.24592786437,5.18012220824527,101.590773597675,40.2466482231699,Turbine_4,2016-02-14 17:00:00,2,2,0,4,1,0
241.006821506339,179.529718534694,46.0110817236389,3.67801290349256,3.32547718221514,92.5253672622916,53.0262697580592,2,1388.3039165267,17.2903853521899,36.4167757634106,97.8481545598249,Turbine_4,2016-02-14 18:00:00,3,4,0,3,4,0
284.982685598996,280.920430341297,-11.654103448949,14.6073054199445,122.893617622756,185.27266468028,50.5706775824645,4,1175.70593216683,23.4707065111378,124.273569225004,101.926910704262,Turbine_4,2016-02-14 19:00:00,1,0,2,0,0,0
77.3761576184803,272.442938696143,29.3723936954376,19.9870748132828,290.08720937753,53.5906914983239,49.093748588078,2,1487.14134589677,17.6873245666239,336.974785040068,126.484773469761,Turbine_4,2016-02-14 20:00:00,3,4,1,0,2,0
81.9486698648851,66.3196951927399,-29.4744008939893,43.4412827113443,252.079841991873,183.715258123247,50.3036971682424,4,492.584453505015,1.92513812148194,262.428291163232,103.655133038845,Turbine_4,2016-02-14 21:00:00,0,4,1,3,3,0
187.685790769449,105.781393149213,16.2689132102267,28.8380932169832,176.843865507108,136.218277997635,41.7755487182851,2,940.624247382501,7.48479277121312,176.624662735281,107.354526195451,Turbine_4,2016-02-14 22:00:00,2,2,3,0,3,0
202.822456939998,34.3627632435854,-19.3554964021901,-4.4644414037409,97.6827261590666,95.892119395248,47.3170411393658,2,123.922818036362,1.44335036732521,79.0464457378632,73.0074372795456,Turbine_4,2016-02-14 23:00:00,4,0,1,4,2,0
16.3498709866153,221.421016665405,-10.8237402592767,6.27567334003506,66.9676868138143,74.9375161520501,65.5071817030426,1,939.263176805539,9.39843571744398,274.606287878072,141.913952666893,Turbine_4,2016-02-15 00:00:00,1,3,3,0,3,0
266.834594130647,0.518083816976395,-29.4836059052868,28.0402624395855,153.065348199318,105.451579315051,43.7196490940788,1,266.760358864514,7.89448016747988,352.403019791627,81.2484609658668,Turbine_4,2016-02-15 01:00:00,3,0,4,4,2,0
67.110529433855,357.526642495759,25.036616388399,-6.97262358458054,268.169783887707,104.298995164721,67.5376373415115,1,829.180406438272,19.4225129011805,258.603449949023,69.7297638778744,Turbine_4,2016-02-15 02:00:00,0,4,3,0,1,0
81.5802279211007,207.660154592866,18.9465364029872,14.347765001468,97.9585006841843,72.8258900743709,63.3543674912785,4,67.0799995245816,24.9490713311429,216.127518856807,118.567564024698,Turbine_4,2016-02-15 03:00:00,1,1,1,0,4,0
94.0177361550092,134.580410269704,-16.8447680794136,12.0305681666306,317.12331905998,164.324009362466,62.5012001302767,2,986.954233202873,16.0071754982407,367.279599146935,80.279358362724,Turbine_4,2016-02-15 04:00:00,1,0,1,2,2,0
344.651758869458,324.853833009433,28.7303337517449,20.2609830627376,329.344968398643,176.087760323134,42.5350739261973,1,891.179785920644,7.12058089019413,184.728655904978,114.638563019557,Turbine_4,2016-02-15 05:00:00,1,3,2,1,4,0
252.526270310065,63.474345100124,31.7381108282537,9.80061642408122,153.436948235226,193.111177624502,70.0009447398121,2,136.520556287605,13.2100885489302,261.034249377808,131.423839471882,Turbine_4,2016-02-15 06:00:00,1,4,0,2,3,0
260.40683834405,113.488587188034,28.3213596251051,41.9682853668047,337.484978258166,133.093015455693,59.1364998801039,4,564.280057029759,22.7403821433462,211.536106360792,59.447227281578,Turbine_4,2016-02-15 07:00:00,3,0,3,2,1,0
